match_id,player_id,kills,deaths,assists,cs_per_min,gold_per_min,vision_score,xp_per_min,rank
M02685,P6198,1,0,4,4.94,362,29,351,Platinum
M02685,P9766,1,1,2,6.24,366,22,287,Silver
M02686,P9364,1,3,5,6.89,316,0,327,Bronze
M02686,P6325,0,3,2,5.97,319,39,311,Iron
M02686,P3971,1,1,1,4.04,407,4,354,Gold
M02686,P4979,1,3,1,7.36,423,7,257,Silver
M02686,P6253,1,1,1,5.56,302,13,287,Platinum
M02686,P4627,1,2,0,7.02,389,20,305,Diamond
M02686,P3506,1,2,0,4.62,252,33,280,Diamond
M02686,P7495,2,1,2,3.76,373,24,296,Gold
M02686,P5333,0,2,0,6.82,371,23,202,Bronze
M02686,P7936,2,0,1,7.35,394,11,284,Gold
M02687,P5711,0,1,3,4.27,461,21,270,Diamond
M02687,P4382,1,4,3,7.85,385,26,384,Silver
M02687,P5181,0,0,2,2.71,352,20,200,Diamond
M02687,P1433,0,0,0,8.41,200,15,308,Bronze
M02687,P9563,1,1,2,6.83,392,33,306,Platinum
M02687,P4173,1,3,2,6.26,478,23,222,Gold
M02687,P4388,1,0,0,4.15,297,24,304,Diamond
M02687,P9998,2,3,3,5.56,295,0,291,Gold
M02687,P1922,0,2,1,5.17,394,21,274,Gold
M02687,P1980,1,1,0,2.86,361,28,288,Diamond
M02688,P1999,1,2,4,7.43,386,16,213,Silver
M02688,P2748,3,1,3,4.13,356,7,339,Gold
M02688,P9754,0,3,2,5.41,355,13,333,Gold
M02688,P5092,1,2,0,6.59,359,19,268,Platinum
M02688,P5490,1,1,1,7.1,336,33,263,Gold
M02688,P2050,1,0,2,6.97,374,25,219,Silver
M02688,P7455,2,0,5,2.81,354,18,259,Silver
M02688,P7638,0,2,1,5.71,393,22,359,Gold
M02688,P5326,1,1,4,5.81,359,24,336,Master
M02688,P9604,1,0,2,7.98,361,6,259,Iron
M02689,P5827,2,1,1,5.75,330,17,345,Gold
M02689,P4199,2,0,1,4.07,301,19,322,Gold
M02689,P7116,1,1,3,6.86,343,1,314,Gold
M02689,P8777,4,1,3,5.64,266,6,297,Bronze
M02689,P3772,2,2,0,3.18,361,46,200,Diamond
M02689,P9029,3,0,2,4.93,392,27,323,Silver
M02689,P2382,2,0,2,4.55,464,11,282,Gold
M02689,P1084,2,1,3,5.75,342,5,317,Platinum
M02689,P6945,0,0,3,9.17,351,21,348,Silver
M02689,P1677,1,1,4,8.34,329,28,212,Gold
M02690,P1983,2,0,3,9.19,284,9,260,Platinum
M02690,P9967,2,4,0,4.45,510,20,379,Platinum
M02690,P4047,0,2,1,5.88,385,26,327,Iron
M02690,P4210,1,1,2,7.82,418,26,332,Diamond
M02690,P2421,1,0,0,5.99,307,27,306,Silver
M02690,P4904,1,0,2,5.78,375,17,285,Gold
M02690,P1313,0,0,2,7.51,293,26,240,Gold
M02690,P4272,0,1,1,2.75,313,18,337,Gold
M02690,P7004,1,0,3,9.41,386,27,276,Silver
M02690,P5625,1,0,2,7.03,305,27,318,Master
M02691,P9669,0,1,6,6.26,322,37,358,Gold
M02691,P8905,1,1,4,8.04,398,28,260,Silver
M02691,P4060,1,0,0,6.2,385,18,347,Diamond
M02691,P3986,1,0,3,6.51,289,19,200,Gold
M02691,P7765,0,1,1,6.9,429,29,262,Bronze
M02691,P6820,0,0,0,5.36,305,16,248,Platinum
M02691,P4369,0,1,2,5.5,352,21,316,Gold
M02691,P3109,2,1,2,4.41,379,27,272,Silver
M02691,P9807,1,3,2,8.56,291,15,363,Master
M02691,P5202,3,2,1,9.56,393,23,314,Silver
M02692,P1673,2,3,2,4.0,343,44,271,Diamond
M02692,P9171,1,0,3,5.9,304,37,273,Silver
M02692,P8658,3,2,0,11.49,310,19,261,Gold
M02692,P9316,1,1,3,3.04,311,6,283,Gold
M02692,P3527,0,0,2,4.37,370,10,315,Bronze
M02692,P2193,1,2,3,5.28,343,38,325,Iron
M02692,P7706,1,4,0,5.78,276,12,301,Silver
M02692,P1463,0,2,2,7.84,270,20,245,Silver
M02692,P9523,0,2,5,7.97,466,37,303,Silver
M02692,P8474,1,1,5,7.93,417,7,326,Gold
M02693,P1815,1,2,1,6.57,421,26,357,Silver
M02693,P5258,3,1,4,10.71,343,18,282,Platinum
M02693,P2476,1,1,0,5.61,296,13,262,Gold
M02693,P3800,1,1,2,4.66,323,11,296,Gold
M02693,P8630,1,1,0,8.1,356,12,285,Master
M02693,P8295,0,0,5,7.38,440,9,282,Bronze
M02693,P9922,2,1,2,2.45,308,13,307,Gold
M02693,P4419,1,1,1,5.02,328,13,310,Bronze
M02693,P8383,1,0,2,7.79,314,20,263,Platinum
M02693,P4865,0,3,3,7.93,390,27,347,Bronze
M02694,P3623,0,0,5,2.82,365,20,303,Gold
M02694,P7782,1,1,3,6.51,419,24,327,Platinum
M02694,P8222,3,1,0,4.87,309,19,266,Silver
M02694,P1622,2,2,1,3.33,370,11,332,Platinum
M02694,P1641,2,1,0,6.38,321,15,310,Platinum
M02694,P1454,3,0,1,6.5,342,35,298,Silver
M02694,P7547,3,3,2,4.16,395,7,329,Silver
M02694,P6579,1,1,1,3.66,308,24,225,Iron
M02694,P9275,1,2,1,7.3,242,11,312,Silver
M02694,P8862,2,2,2,8.02,285,26,291,Platinum
M02695,P2887,2,1,0,4.3,377,18,268,Silver
M02695,P3617,1,1,1,4.57,274,22,336,Platinum
M02695,P3706,2,1,3,7.68,317,24,299,Diamond
M02695,P5620,0,0,1,7.55,439,23,292,Gold
M02695,P2798,0,1,3,8.31,355,22,336,Platinum
M02695,P5494,0,1,4,5.54,266,1,296,Platinum
M02695,P3815,0,1,1,3.68,263,35,284,Gold
M02695,P2392,2,0,4,5.33,414,25,283,Diamond
M02695,P1630,3,0,2,4.95,400,18,389,Silver
M02695,P8494,1,0,1,4.47,332,26,318,Iron
M02696,P3502,1,0,2,6.46,303,17,375,Platinum
M02696,P1784,2,3,5,3.62,355,34,265,Silver
M02696,P9461,3,1,3,5.09,365,31,235,Platinum
M02696,P3617,2,1,1,5.27,383,1,305,Gold
M02696,P4335,2,2,3,4.49,300,18,420,Gold
M02696,P9124,2,2,1,5.38,325,38,283,Gold
M02696,P6863,3,1,2,4.68,387,22,237,Silver
M02696,P2363,3,0,1,7.11,324,19,336,Diamond
M02696,P9944,3,0,1,6.04,358,28,278,Bronze
M02696,P2413,1,1,4,4.24,290,13,319,Silver
M02697,P6677,0,0,3,4.0,389,27,304,Platinum
M02697,P7429,2,0,1,4.13,376,41,336,Silver
M02697,P8222,1,1,1,7.88,387,18,253,Gold
M02697,P6546,3,2,1,6.63,362,32,361,Gold
M02697,P6010,2,2,4,5.99,438,42,312,Silver
M02697,P7464,2,3,3,4.82,323,22,297,Gold
M02697,P4143,4,2,0,6.42,307,17,228,Gold
M02697,P7728,2,1,2,4.87,375,10,297,Diamond
M02697,P4011,1,0,3,8.06,365,21,342,Gold
M02697,P6439,1,0,2,4.44,348,17,350,Gold
M02698,P8036,2,0,2,10.0,386,17,352,Bronze
M02698,P8422,0,0,3,7.71,349,4,331,Silver
M02698,P7290,0,1,4,5.98,388,28,344,Silver
M02698,P9260,3,1,0,14.26,332,27,312,Diamond
M02698,P3405,1,1,4,4.96,368,24,246,Silver
M02698,P2064,1,0,3,6.12,412,20,355,Master
M02698,P8364,0,0,3,5.21,360,13,283,Diamond
M02698,P1375,1,1,2,5.05,357,14,312,Gold
M02698,P2912,0,0,1,7.21,283,24,260,Silver
M02698,P1708,1,1,2,5.91,301,10,271,Silver
M02699,P5611,2,1,2,7.95,401,29,302,Silver
M02699,P1487,0,1,0,9.57,314,27,314,Bronze
M02699,P7854,1,0,5,4.13,278,25,328,Platinum
M02699,P9831,0,2,3,9.7,337,2,317,Silver
M02699,P1813,2,1,4,4.79,324,14,271,Gold
M02699,P4580,0,1,2,7.47,438,15,257,Silver
M02699,P9171,1,0,1,6.4,393,11,269,Silver
M02699,P1487,1,0,1,6.01,365,17,299,Gold
M02699,P2771,3,2,2,7.17,350,3,316,Platinum
M02699,P5260,1,1,2,6.21,292,31,290,Silver
M02700,P7451,1,0,2,6.88,251,32,301,Diamond
M02700,P6911,2,0,2,0.73,321,17,315,Bronze
M02700,P5390,2,0,2,5.35,344,23,286,Silver
M02700,P2649,2,1,5,7.09,377,13,291,Diamond
M02700,P2709,2,0,1,4.18,439,13,344,Platinum
M02700,P8166,2,0,3,7.48,344,33,240,Silver
M02700,P1993,1,1,1,7.2,266,14,251,Silver
M02700,P4056,0,2,3,8.25,364,10,335,Gold
M02700,P5693,0,2,0,7.26,372,17,301,Master
M02700,P7441,3,1,3,6.85,414,15,233,Bronze
M02701,P1550,0,2,1,2.98,387,30,228,Silver
M02701,P2630,0,0,1,6.02,441,0,253,Master
M02701,P4367,1,2,2,7.52,345,28,322,Gold
M02701,P2632,0,1,1,4.39,361,15,278,Gold
M02701,P9868,0,0,4,4.08,392,39,320,Iron
M02701,P2776,1,2,1,5.24,330,11,323,Challenger
M02701,P4982,1,3,0,3.97,373,16,324,Bronze
M02701,P6874,3,0,1,4.32,370,10,321,Gold
M02701,P3364,1,1,0,6.49,406,2,311,Diamond
M02701,P9077,3,1,0,6.88,334,5,269,Bronze
M02702,P7839,2,0,1,5.32,363,1,297,Gold
M02702,P6428,0,1,1,5.91,405,5,286,Silver
M02702,P1645,2,1,5,6.81,350,7,329,Platinum
M02702,P2801,1,1,2,8.24,334,34,239,Bronze
M02702,P1097,2,1,2,0.0,396,19,233,Silver
M02702,P9714,2,1,1,7.55,279,28,331,Gold
M02702,P3561,1,0,5,4.77,342,14,333,Iron
M02702,P5196,1,1,3,4.63,327,21,299,Gold
M02702,P2095,3,2,3,2.55,400,19,266,Master
M02702,P6640,2,0,1,3.38,365,25,347,Platinum
M02703,P1735,1,3,2,4.87,395,24,290,Platinum
M02703,P3409,3,0,2,5.53,346,32,302,Silver
M02703,P5684,0,1,1,4.38,294,37,333,Platinum
M02703,P4659,1,1,3,3.53,348,26,330,Platinum
M02703,P4183,2,1,1,5.81,287,7,204,Gold
M02703,P6048,2,0,2,6.44,448,30,304,Master
M02703,P7276,0,1,3,5.07,350,16,315,Silver
M02703,P7317,1,1,3,10.51,303,39,289,Master
M02703,P6167,0,2,0,7.95,272,31,200,Platinum
M02703,P7849,0,0,1,6.89,353,10,361,Gold
M02704,P6884,1,0,2,6.23,287,11,265,Iron
M02704,P4339,0,0,1,4.68,365,15,350,Grandmaster
M02704,P5651,0,1,0,7.99,334,7,347,Iron
M02704,P6011,2,1,2,7.25,432,22,274,Silver
M02704,P4747,2,0,4,2.36,384,5,299,Silver
M02704,P2879,0,0,3,5.93,346,20,311,Silver
M02704,P6858,2,2,1,9.45,376,30,336,Gold
M02704,P3611,2,1,1,4.0,468,17,283,Gold
M02704,P4023,1,0,0,8.77,326,4,262,Gold
M02704,P1662,3,3,3,7.06,397,41,277,Grandmaster
M02705,P2848,3,1,1,4.21,307,19,267,Silver
M02705,P5176,1,0,2,6.41,278,22,267,Bronze
M02705,P3793,1,1,3,6.93,292,21,313,Bronze
M02705,P4371,2,1,2,2.83,435,13,305,Silver
M02705,P6970,0,0,3,6.37,423,16,303,Diamond
M02705,P9345,2,0,3,9.95,340,9,295,Gold
M02705,P5950,1,3,2,7.18,379,4,350,Challenger
M02705,P7271,1,2,3,5.81,315,25,249,Gold
M02705,P8709,4,2,1,2.01,344,18,362,Silver
M02705,P1077,0,1,4,4.25,372,3,274,Bronze
M02706,P9587,2,0,2,7.86,350,7,360,Gold
M02706,P7156,0,1,1,5.07,358,13,248,Grandmaster
M02706,P1153,1,0,3,1.1,349,33,333,Master
M02706,P4767,0,0,2,2.7,479,13,251,Gold
M02706,P5100,1,0,1,7.85,477,18,261,Platinum
M02706,P9780,0,0,3,5.86,404,37,330,Bronze
M02706,P6961,3,1,3,3.74,349,16,330,Silver
M02706,P2734,1,0,2,5.89,420,22,258,Platinum
M02706,P3672,0,0,3,3.93,324,34,285,Gold
M02706,P1704,1,1,1,5.56,330,20,266,Diamond
M02707,P5094,1,2,2,6.36,430,22,294,Master
M02707,P9750,0,0,2,8.09,296,23,287,Gold
M02707,P4849,3,3,2,5.84,388,18,328,Gold
M02707,P2523,0,1,0,6.54,392,18,365,Silver
M02707,P2543,1,0,2,5.35,285,10,280,Diamond
M02707,P8012,3,1,4,5.73,234,17,268,Silver
M02707,P6500,1,2,1,10.91,344,26,378,Silver
M02707,P9580,1,1,3,4.15,291,5,341,Gold
M02707,P4052,2,3,4,5.35,379,30,349,Bronze
M02707,P1433,0,0,4,5.72,355,20,343,Diamond
M02708,P1488,0,1,2,6.27,402,3,250,Platinum
M02708,P6380,0,0,0,5.8,338,13,349,Silver
M02708,P2721,1,2,4,6.22,312,15,287,Gold
M02708,P7405,1,2,2,4.9,298,15,383,Diamond
M02708,P4980,0,1,6,4.2,336,43,285,Platinum
M02708,P9807,1,1,1,1.27,332,28,329,Iron
M02708,P4456,3,1,1,6.31,402,16,245,Diamond
M02708,P5181,1,1,3,6.75,329,27,361,Gold
M02708,P9948,2,3,1,7.36,337,12,334,Platinum
M02708,P4799,1,0,2,5.42,269,3,308,Diamond
M02709,P8284,1,2,2,9.99,374,35,331,Silver
M02709,P2607,1,0,1,4.55,337,17,292,Gold
M02709,P6103,1,2,0,2.6,332,28,321,Silver
M02709,P8537,2,0,4,6.0,397,14,340,Diamond
M02709,P3319,1,0,1,6.37,403,20,250,Silver
M02709,P9528,1,1,2,5.26,404,24,266,Diamond
M02709,P3699,1,2,3,5.24,310,27,232,Platinum
M02709,P8949,4,0,1,5.06,222,8,248,Platinum
M02709,P6280,0,2,0,3.99,328,9,260,Grandmaster
M02709,P5019,0,1,1,4.29,247,32,287,Grandmaster
M02710,P1234,5,0,3,7.36,318,20,312,Master
M02710,P5417,0,0,0,6.36,303,16,294,Grandmaster
M02710,P5377,1,4,2,6.93,352,20,338,Bronze
M02710,P8459,0,1,2,3.59,290,14,291,Gold
M02710,P1833,3,1,1,6.92,398,25,306,Platinum
M02710,P8909,2,0,0,8.75,422,27,315,Bronze
M02710,P4461,1,2,3,5.99,273,24,277,Silver
M02710,P3890,1,1,0,5.37,354,15,304,Gold
M02710,P1966,1,2,4,7.36,341,28,333,Gold
M02710,P1311,3,0,6,8.22,476,11,269,Bronze
M02711,P7946,2,0,2,6.36,424,5,294,Gold
M02711,P5738,1,2,2,5.27,286,51,360,Challenger
M02711,P7894,1,0,3,6.31,444,17,311,Platinum
M02711,P8166,1,1,2,6.07,395,7,341,Silver
M02711,P2906,2,1,1,10.05,323,22,336,Silver
M02711,P4832,1,1,2,3.87,292,31,314,Gold
M02711,P3339,0,0,3,7.44,268,6,279,Silver
M02711,P6831,1,1,1,9.09,310,27,272,Master
M02711,P6076,1,0,0,7.49,376,21,365,Gold
M02711,P5264,1,2,1,7.79,395,16,328,Gold
M02712,P2144,1,3,2,9.21,405,28,277,Diamond
M02712,P2838,3,1,2,5.76,323,16,317,Platinum
M02712,P1164,1,1,2,11.72,390,26,307,Gold
M02712,P7944,1,2,3,1.46,334,23,355,Gold
M02712,P4622,2,2,0,5.75,289,17,337,Silver
M02712,P6478,1,0,2,7.62,299,18,283,Platinum
M02712,P8413,4,1,3,3.88,378,14,243,Platinum
M02712,P6449,0,1,0,9.19,362,18,305,Platinum
M02712,P3049,1,2,2,5.8,339,21,303,Gold
M02712,P7806,0,0,0,5.48,368,15,318,Gold
M02713,P6068,2,0,2,4.23,357,10,349,Silver
M02713,P4691,1,0,5,5.94,350,9,326,Bronze
M02713,P2673,2,0,2,2.87,377,25,286,Gold
M02713,P8525,1,1,1,4.1,279,11,234,Gold
M02713,P1498,1,0,4,4.72,364,0,246,Iron
M02713,P1857,3,4,2,7.08,377,14,350,Platinum
M02713,P5755,2,3,3,7.73,358,13,331,Platinum
M02713,P2202,3,2,2,6.77,405,29,311,Silver
M02713,P4489,1,4,2,7.33,481,17,341,Platinum
M02713,P3181,1,0,3,6.75,404,3,328,Gold
M02714,P1637,1,0,1,8.75,353,9,315,Diamond
M02714,P2437,3,1,0,6.59,260,26,363,Gold
M02714,P8854,3,1,1,3.68,408,31,238,Master
M02714,P8374,0,2,1,4.77,334,28,292,Gold
M02714,P1863,0,2,4,6.33,397,30,278,Silver
M02714,P5272,0,0,1,5.41,344,8,277,Platinum
M02714,P9841,2,1,2,5.06,343,8,245,Gold
M02714,P5842,1,1,3,6.63,369,18,341,Diamond
M02714,P5873,1,1,2,7.91,320,10,333,Diamond
M02714,P7261,0,0,0,7.64,356,25,266,Bronze
M02715,P9064,1,0,6,9.72,308,19,346,Platinum
M02715,P5165,0,3,4,3.63,365,38,276,Platinum
M02715,P6950,1,0,0,6.99,280,5,270,Diamond
M02715,P5615,0,2,2,8.23,399,25,259,Platinum
M02715,P9598,3,0,2,9.71,257,5,302,Gold
M02715,P9063,3,0,8,6.35,331,0,301,Diamond
M02715,P5326,0,0,2,5.84,414,22,335,Silver
M02715,P1112,1,1,2,6.73,290,9,316,Gold
M02715,P8507,2,0,0,4.06,380,26,349,Master
M02715,P3844,0,2,4,9.59,415,14,369,Gold
M02716,P6350,1,1,5,4.99,325,4,293,Gold
M02716,P9241,0,0,1,5.69,264,0,270,Bronze
M02716,P4214,0,2,5,3.65,386,22,314,Iron
M02716,P6928,1,0,4,9.62,418,37,316,Platinum
M02716,P8087,1,2,1,8.32,376,40,307,Diamond
M02716,P1939,2,0,1,9.74,291,18,340,Silver
M02716,P5659,1,0,2,3.99,290,10,272,Iron
M02716,P1752,0,4,0,2.88,369,9,246,Platinum
M02716,P3343,1,0,5,6.09,336,44,277,Iron
M02716,P9755,0,0,0,5.43,401,29,339,Gold
M02717,P1104,2,1,2,6.89,321,18,334,Bronze
M02717,P9788,3,1,4,1.05,406,6,313,Platinum
M02717,P7694,2,0,1,10.53,321,32,284,Gold
M02717,P5447,2,1,2,5.63,460,7,366,Silver
M02717,P5798,1,1,0,3.9,396,22,365,Platinum
M02717,P1233,2,0,1,8.16,456,27,322,Platinum
M02717,P6721,3,1,0,6.88,289,17,312,Silver
M02717,P4360,0,0,5,7.02,361,15,349,Diamond
M02717,P3976,1,0,0,4.83,429,21,305,Gold
M02717,P8480,1,0,3,6.26,350,4,290,Bronze
M02718,P1426,0,0,1,4.0,404,30,230,Diamond
M02718,P6952,2,0,2,6.04,294,1,276,Silver
M02718,P7323,3,0,5,7.02,382,23,341,Gold
M02718,P6876,1,1,2,7.38,320,5,243,Grandmaster
M02718,P3703,0,0,1,5.45,378,19,323,Platinum
M02718,P5262,1,2,1,5.29,401,21,271,Gold
M02718,P1886,1,1,2,8.41,404,8,290,Platinum
M02718,P1424,2,0,2,9.3,203,0,322,Gold
M02718,P4064,2,0,0,7.86,371,20,305,Platinum
M02718,P1970,2,1,0,5.0,421,4,307,Bronze
M02719,P1736,4,1,3,10.2,315,18,262,Silver
M02719,P3403,0,0,2,1.1,360,39,323,Gold
M02719,P4685,0,0,3,9.3,337,4,249,Silver
M02719,P7588,1,2,3,7.02,383,17,213,Gold
M02719,P8182,1,0,1,5.26,361,30,388,Gold
M02719,P5351,2,1,1,3.26,363,27,224,Gold
M02719,P7188,1,2,1,6.09,404,24,292,Silver
M02719,P8266,2,1,1,6.98,373,28,252,Bronze
M02719,P9105,1,1,4,5.68,261,19,289,Bronze
M02719,P1662,0,1,4,8.65,298,22,274,Platinum
M02720,P9881,3,1,0,6.03,386,6,269,Bronze
M02720,P6380,0,0,0,6.08,316,21,378,Bronze
M02720,P7363,1,1,2,8.07,347,12,319,Gold
M02720,P5831,0,3,3,3.67,392,9,275,Grandmaster
M02720,P2243,0,1,1,3.68,337,26,278,Bronze
M02720,P7233,0,1,0,2.03,315,22,316,Iron
M02720,P7149,1,1,1,9.05,361,24,303,Gold
M02720,P3291,1,1,2,7.13,432,36,273,Master
M02720,P5181,1,1,3,7.92,336,10,316,Silver
M02720,P6800,0,2,1,7.71,358,25,275,Silver
M02721,P3073,2,1,4,4.47,321,40,278,Iron
M02721,P9432,2,1,3,5.42,398,18,203,Diamond
M02721,P6009,1,0,1,7.71,299,24,284,Diamond
M02721,P3280,1,0,0,4.68,359,14,324,Silver
M02721,P8203,2,0,0,7.58,301,15,358,Silver
M02721,P4231,1,0,1,6.8,349,11,311,Gold
M02721,P7115,1,0,1,4.65,412,20,301,Gold
M02721,P4140,2,0,1,5.36,368,6,289,Diamond
M02721,P6852,3,0,2,5.18,371,20,286,Silver
M02721,P5037,1,3,1,4.13,410,20,280,Gold
M02722,P9319,3,0,4,3.38,440,26,286,Silver
M02722,P9532,1,1,1,5.41,249,21,301,Master
M02722,P3274,1,2,4,3.88,374,17,265,Diamond
M02722,P4286,0,1,2,5.5,262,15,311,Gold
M02722,P9678,0,0,0,3.92,334,22,315,Diamond
M02722,P6141,1,3,4,1.7,379,36,295,Diamond
M02722,P5093,1,2,4,5.88,306,20,279,Platinum
M02722,P1651,0,1,4,4.41,391,25,215,Silver
M02722,P9061,0,1,1,5.86,362,23,353,Silver
M02722,P4333,2,2,2,4.1,422,24,297,Gold
M02723,P3123,0,1,2,3.06,333,15,383,Diamond
M02723,P7778,1,0,5,9.02,320,25,294,Gold
M02723,P8178,3,0,2,3.41,343,18,285,Gold
M02723,P4258,1,1,2,6.67,361,35,296,Gold
M02723,P7948,2,1,2,8.44,305,21,292,Platinum
M02723,P5593,2,0,1,3.89,367,38,328,Platinum
M02723,P2652,0,0,1,5.79,347,9,298,Gold
M02723,P9210,0,3,3,7.98,272,15,337,Silver
M02723,P2258,1,2,3,2.55,414,17,283,Gold
M02723,P9442,1,3,2,4.16,220,5,297,Bronze
M02724,P3841,2,2,5,3.62,401,23,350,Iron
M02724,P9100,0,1,1,8.52,349,17,299,Silver
M02724,P4158,1,2,1,6.25,293,17,322,Gold
M02724,P9935,3,1,3,4.49,374,22,331,Gold
M02724,P3482,3,0,3,10.5,358,4,310,Platinum
M02724,P3874,1,0,5,5.76,414,18,348,Master
M02724,P8248,0,0,5,4.12,333,11,253,Diamond
M02724,P9169,2,3,1,8.81,306,29,282,Grandmaster
M02724,P8878,1,2,1,2.54,452,18,296,Gold
M02724,P1739,2,0,0,3.69,302,5,334,Gold
M02725,P7080,0,1,3,6.03,416,27,330,Bronze
M02725,P4105,0,3,0,6.83,360,20,274,Silver
M02725,P4515,1,3,4,7.05,286,32,368,Gold
M02725,P9511,0,0,1,4.51,326,31,317,Gold
M02725,P2325,1,0,0,4.05,376,3,333,Platinum
M02725,P5954,1,0,1,4.21,363,21,334,Platinum
M02725,P3384,1,1,2,5.95,332,30,295,Gold
M02725,P9629,0,0,3,5.22,317,3,319,Platinum
M02725,P3918,2,0,0,8.68,382,22,368,Grandmaster
M02725,P2879,1,1,4,6.29,377,15,330,Bronze
M02726,P8288,2,2,5,7.8,419,15,334,Platinum
M02726,P8621,2,0,6,5.67,357,15,258,Silver
M02726,P1357,2,0,1,5.93,370,16,240,Platinum
M02726,P7528,1,0,1,6.41,331,29,312,Diamond
M02726,P7413,4,3,2,4.21,363,0,260,Gold
M02726,P1183,0,4,1,4.23,320,19,357,Diamond
M02726,P6553,1,0,4,5.36,291,21,236,Bronze
M02726,P3708,1,0,0,5.36,404,31,306,Bronze
M02726,P2174,2,2,1,7.36,302,38,272,Diamond
M02726,P8704,0,2,2,6.78,413,24,264,Gold
M02727,P7218,1,2,0,3.24,347,12,300,Silver
M02727,P8244,0,1,1,2.76,327,32,330,Platinum
M02727,P1668,0,3,2,4.75,335,17,333,Diamond
M02727,P8932,0,2,1,7.82,377,18,383,Silver
M02727,P5758,1,3,6,6.03,357,10,345,Diamond
M02727,P6520,2,2,3,7.37,338,16,320,Bronze
M02727,P2315,1,1,5,5.17,348,25,235,Iron
M02727,P8988,2,1,2,4.07,336,0,304,Bronze
M02727,P5088,2,1,3,6.04,292,16,332,Platinum
M02727,P6896,0,0,1,4.99,362,5,250,Gold
M02728,P2077,3,1,0,4.31,428,11,325,Silver
M02728,P8772,4,0,2,5.32,387,9,263,Gold
M02728,P3517,1,1,1,6.44,365,28,302,Master
M02728,P7165,2,1,2,9.53,386,30,364,Gold
M02728,P9855,0,1,0,6.51,377,20,337,Silver
M02728,P1588,1,3,4,6.67,381,30,304,Gold
M02728,P4332,1,0,2,3.78,349,31,295,Platinum
M02728,P6796,1,0,0,3.33,392,18,305,Silver
M02728,P8315,1,2,5,7.06,318,24,333,Gold
M02728,P3464,3,1,0,8.49,329,16,343,Gold
M02729,P5322,2,0,2,6.38,403,35,318,Gold
M02729,P6706,2,1,0,5.28,445,2,304,Iron
M02729,P6890,1,0,0,6.4,332,32,231,Gold
M02729,P7785,1,3,3,6.63,412,14,265,Gold
M02729,P4940,2,1,3,7.15,407,31,294,Gold
M02729,P7531,1,1,2,6.6,367,24,296,Platinum
M02729,P1503,0,1,1,4.25,298,11,273,Silver
M02729,P2609,1,0,1,6.85,401,0,255,Diamond
M02729,P3967,3,0,3,5.52,394,18,312,Silver
M02729,P6878,0,1,1,5.78,399,20,254,Diamond
M02730,P4653,1,1,1,4.02,327,21,317,Gold
M02730,P6440,1,1,3,3.43,305,18,285,Gold
M02730,P6769,2,1,2,9.42,345,9,322,Gold
M02730,P5953,1,1,0,3.94,370,12,237,Bronze
M02730,P2222,0,0,1,2.96,291,22,266,Silver
M02730,P1150,2,1,2,5.13,331,24,266,Platinum
M02730,P8158,2,0,2,8.02,352,34,282,Gold
M02730,P4301,1,0,3,5.52,288,28,351,Silver
M02730,P9595,0,1,1,8.2,419,22,313,Bronze
M02730,P6797,3,0,2,8.2,305,18,271,Master
M02731,P9820,2,1,3,0.59,309,29,274,Iron
M02731,P6386,1,1,3,2.41,360,12,348,Platinum
M02731,P6398,4,3,2,5.74,312,26,322,Platinum
M02731,P1389,1,2,4,7.11,435,7,200,Diamond
M02731,P4619,1,2,5,2.7,342,22,275,Platinum
M02731,P7572,3,2,1,6.55,349,22,315,Platinum
M02731,P6966,0,1,1,3.9,317,34,308,Iron
M02731,P5588,3,2,0,8.06,366,19,306,Platinum
M02731,P6687,0,0,4,1.78,335,18,298,Diamond
M02731,P1621,1,3,1,4.04,385,17,223,Silver
M02732,P7240,1,0,2,5.06,349,23,297,Gold
M02732,P7768,3,0,3,9.55,374,27,331,Platinum
M02732,P2765,1,0,1,10.83,410,17,324,Silver
M02732,P1437,1,0,1,3.35,399,26,314,Platinum
M02732,P7015,0,0,0,0.79,335,24,347,Silver
M02732,P2816,0,0,1,6.07,412,12,298,Silver
M02732,P7498,1,2,1,3.68,394,9,276,Silver
M02732,P6349,0,2,2,2.84,335,13,330,Diamond
M02732,P5704,2,1,1,7.98,264,22,252,Gold
M02732,P3765,1,2,2,4.09,340,29,313,Diamond
M02733,P1472,1,2,4,4.02,368,8,309,Gold
M02733,P6991,0,1,2,3.69,374,23,322,Platinum
M02733,P8759,0,0,1,7.5,266,19,301,Iron
M02733,P1406,2,1,1,7.57,408,9,327,Gold
M02733,P3239,1,1,2,4.23,422,23,319,Platinum
M02733,P4311,1,2,1,8.89,384,4,293,Silver
M02733,P2176,1,1,4,5.98,387,25,352,Platinum
M02733,P5697,1,0,2,5.49,320,19,250,Gold
M02733,P5906,1,5,2,3.19,390,23,249,Challenger
M02733,P6114,5,0,2,6.68,384,32,230,Gold
M02734,P8606,2,1,4,7.03,323,29,375,Platinum
M02734,P9190,0,0,4,4.3,355,7,284,Silver
M02734,P1654,0,1,2,4.36,314,20,266,Platinum
M02734,P2217,0,0,1,4.27,374,0,307,Gold
M02734,P7072,0,2,0,4.34,372,22,327,Diamond
M02734,P2698,3,1,1,7.53,337,52,309,Platinum
M02734,P9132,4,0,3,6.58,386,32,263,Gold
M02734,P1763,0,0,1,6.43,421,39,200,Bronze
M02734,P4273,2,1,3,4.51,369,21,317,Platinum
